17,1 wk ahead cum death,point,,2020-05-05,2020-05-16,4197.4
17,1 wk ahead inc death,point,,2020-05-05,2020-05-16,733.915
17,2 wk ahead cum death,point,,2020-05-05,2020-05-23,4980.675
17,2 wk ahead inc death,point,,2020-05-05,2020-05-23,783.275
17,3 wk ahead cum death,point,,2020-05-05,2020-05-30,5832.805
17,3 wk ahead inc death,point,,2020-05-05,2020-05-30,852.13
17,4 wk ahead cum death,point,,2020-05-05,2020-06-06,6994.465
17,4 wk ahead inc death,point,,2020-05-05,2020-06-06,1161.66
17,5 wk ahead cum death,point,,2020-05-05,2020-06-13,8699.77
17,5 wk ahead inc death,point,,2020-05-05,2020-06-13,1705.305
17,1 wk ahead cum death,point,,2020-05-11,2020-05-16,3714.665
17,1 wk ahead inc death,point,,2020-05-11,2020-05-16,635.835
17,2 wk ahead cum death,point,,2020-05-11,2020-05-23,4367.285
17,2 wk ahead inc death,point,,2020-05-11,2020-05-23,652.62
17,3 wk ahead cum death,point,,2020-05-11,2020-05-30,5029.01
17,3 wk ahead inc death,point,,2020-05-11,2020-05-30,661.725
17,4 wk ahead cum death,point,,2020-05-11,2020-06-06,5701.415
17,4 wk ahead inc death,point,,2020-05-11,2020-06-06,672.405
17,5 wk ahead cum death,point,,2020-05-11,2020-06-13,6384.055
17,5 wk ahead inc death,point,,2020-05-11,2020-06-13,682.64
